case_name,smiles,measured_ppb_percent,original_ppb_percent_mean,original_ppb_percent_std,plasmabindnet_fu_ppb_percent_mean,plasmabindnet_fu_ppb_percent_std,old_abs_error_pp,plasmabindnet_fu_abs_error_pp
Cevimeline hydrochloride,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,14.999999999999996,27.03781916739956,9.225879443056613,14.140298879632041,2.26994636980021,12.037819167399565,0.859701120367955
Ciprofloxacin hydrochloride,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,32.237,45.67960446455327,4.782942556407274,29.07778677037162,7.13862854215386,13.44260446455327,3.1592132296283815
