,AUROC,AUROC,AUPRC,AUPRC
,mean,std,mean,std
stage,,,,
Before,0.6120178468624065,0.00729449750735851,0.908314916776833,0.002310688960827556
After,0.6222087890999808,0.006306872861887099,0.9125997075510174,0.0018256955385025301
