metric,n_folds,before_mean,before_sd,after_mean,after_sd,mean_change,paired_t_statistic,paired_t_pvalue,wilcoxon_statistic,wilcoxon_pvalue
AUROC,5,0.6120178468624065,0.0072944975073585,0.6222087890999808,0.0063068728618871,0.0101909422375743,15.079651352226984,0.0001127092973727,0.0,0.0625
AUPRC,5,0.908314916776833,0.0023106889608275,0.9125997075510174,0.0018256955385024,0.0042847907741843,6.021374767111342,0.0038322461372666,0.0,0.0625
